60
https://www.ynetnews.com/article/bjoghboq9, Bennet, 10, Netanyahu, 8 
https://www.ynetnews.com/article/rylblxixq, Bennet, 2, Netanyahu, 0 
https://www.ynetnews.com/article/skwl9ki7q, Bennet, 10, Netanyahu, 2 
https://www.ynetnews.com/article/r1szfjqmc, Bennet, 2, Netanyahu, 8 
https://www.ynetnews.com/article/sjgc2g9mq, - 
https://www.ynetnews.com/article/ryt117119, - 
https://www.ynetnews.com/article/hk0kvpkmc, Bennet, 10, Netanyahu, 0 
https://www.ynetnews.com/article/bjviidfqq, - 
https://www.ynetnews.com/article/bkynv6d75, - 
https://www.ynetnews.com/article/hyrsd900m, - 
https://www.ynetnews.com/article/by11by000, - 
https://www.ynetnews.com/article/bjnl11oo7, - 
https://www.ynetnews.com/article/bjmnxvdmc, - 
https://www.ynetnews.com/article/b17wbx00m, - 
https://www.ynetnews.com/article/r1e0xtdm5, Bennet, 2, Netanyahu, 0 
https://www.ynetnews.com/article/rkvit8v7q, Bennet, 10, Netanyahu, 0 
https://www.ynetnews.com/article/s1xqgfv7q, - 
https://www.ynetnews.com/article/rycok2um5, Bennet, 2, Netanyahu, 0 
https://www.ynetnews.com/article/sje11v7px, - 
https://www.ynetnews.com/article/hjaor11dm, - 
https://www.ynetnews.com/article/sywxrtumc, Bennet, 0, Netanyahu, 3 
https://www.ynetnews.com/article/r1vygalq5, Bennet, 2, Netanyahu, 0 
https://www.ynetnews.com/article/sybeajl75, - 
https://www.ynetnews.com/article/h1pcbdrx5, - 
https://www.ynetnews.com/article/sjpov5eqq, - 
https://www.ynetnews.com/article/byue6q7m9, - 
https://www.ynetnews.com/article/hjegonqmq, - 
https://www.ynetnews.com/article/syf00umqq, - 
https://www.ynetnews.com/article/sj5b00gxq, - 
https://www.ynetnews.com/article/r15pwwxx9, - 
https://www.ynetnews.com/article/ryb11fy7q, - 
https://www.ynetnews.com/article/rkjbgrg79, - 
https://www.ynetnews.com/article/sjzdkpzqc, Bennet, 3, Netanyahu, 0 
https://www.ynetnews.com/article/h1vqp2mq5, Bennet, 10, Netanyahu, 0 
https://www.ynetnews.com/article/b1bc4zfq5, Bennet, 10, Netanyahu, 0 
https://www.ynetnews.com/article/s19b5zzqq, - 
https://www.ynetnews.com/article/b1ghfjf79, - 
https://www.ynetnews.com/article/hjyj80117, - 
https://www.ynetnews.com/article/hkh8k9bq9, - 
https://www.ynetnews.com/article/bksz2owmq, - 
https://www.ynetnews.com/article/bjcdo5zxq, - 
https://www.ynetnews.com/article/s1ujeubx5, - 
https://www.ynetnews.com/article/bkiutwzm5, - 
https://www.ynetnews.com/article/ryzlekbqq, Bennet, 8, Netanyahu, 0 
https://www.ynetnews.com/article/rjxh1plqc, Bennet, 2, Netanyahu, 0 
https://www.ynetnews.com/article/s1vcrke7c, - 
https://www.ynetnews.com/article/r11hvdgm5, - 
https://www.ynetnews.com/article/h1c5rdlxc, Bennet, 2, Netanyahu, 0 
https://www.ynetnews.com/article/hjltcyxq9, - 
https://www.ynetnews.com/article/bkcnzdeqc, Bennet, 10, Netanyahu, 2 
https://www.ynetnews.com/article/bjqtfgxq9, Bennet, 2, Netanyahu, 0 
https://www.ynetnews.com/article/bkdqfmgx5, - 
https://www.ynetnews.com/article/b10ziw17q, - 
https://www.ynetnews.com/article/hynwpv175, - 
https://www.ynetnews.com/article/hjydds17q, - 
https://www.ynetnews.com/article/bjbq74kx9, - 
https://www.ynetnews.com/article/s1tesgkxc, - 
https://www.ynetnews.com/article/rkg00ngjm, - 
https://www.ynetnews.com/article/hjyzxfkxc, - 
https://www.ynetnews.com/article/hyiwgj1qc, Bennet, 10, Netanyahu, 0 
